"","FoldChange","CPM","Likelihood_ratio_statistics","PValue","FDR"
"ENSG00000006025",0.673427544420414,6.85582990514671,10.3084268887402,0.00132424116751916,0.00581024593667287
"ENSG00000006042",0.949043970209164,10.8726134789615,0.232320454011778,0.629808559356734,0.749731949392368
"ENSG00000006062",0.747692902846786,9.08616824460352,5.60156619298112,0.0179444289545676,0.0528526763805717
"ENSG00000006118",1.4776017985895,297.620392965734,11.6125110878805,0.000655096450120615,0.00317810003026466
"ENSG00000006125",1.05087686806514,239.105725671046,0.822083632692145,0.364571664154086,0.523883075060441
"ENSG00000006194",1.19964296730034,33.584018606709,5.72828473388002,0.0166937804378911,0.0498605797335753
"ENSG00000006210",0.670493306061943,148.151639125217,40.120536416392,2.38765650097162e-10,4.22036824252487e-09
"ENSG00000006282",0.606027559985142,79.2296264548029,50.5987000288175,1.13320076298843e-12,2.6390038717778e-11
"ENSG00000006283",0.457301533148222,17.2534705609762,61.1523552831994,5.28245367330489e-15,1.50028010613683e-13
"ENSG00000006327",2.17679322099179,81.2352923993737,149.371551526336,2.37862223453615e-34,2.79714179960454e-32
"ENSG00000006377",1.09967271209308,2.07003251373622,0.236734177432384,0.626574878528739,0.747114705444971
"ENSG00000006432",1.02861937316008,53.937583249676,0.180609160422506,0.670850259556,0.780628749036827
"ENSG00000006451",1.27900269712747,77.7313760862683,11.7971832628236,0.000593204039978345,0.00292673380195974
"ENSG00000006453",1.30512961309308,114.545544111452,20.871755351855,4.91082679456436e-06,4.14108681019935e-05
"ENSG00000006459",1.63062195714945,27.6544263598852,31.9993958857293,1.5422053137577e-08,2.09190080166428e-07
"ENSG00000006468",6.86453060159839,6.9053814476756,141.959722300042,9.92403483051989e-33,1.0459932711368e-30
"ENSG00000006530",1.14772196757872,39.9615163989252,3.20970601979628,0.0732026348756138,0.161900157433021
"ENSG00000006534",0.51624776314665,202.229297427156,84.4574202510847,3.92579123090567e-20,1.70825943194363e-18
"ENSG00000006555",0.562069121309585,10.3706794051701,23.7067015316819,1.12191189184901e-06,1.08081816581717e-05
"ENSG00000006576",1.31868171958154,25.4536748813852,11.5702475285305,0.00067015496686912,0.00323680754364586
"ENSG00000006607",0.872578177989874,31.376966333165,3.37248844174847,0.0662935510455121,0.149701825221115
"ENSG00000006611",0.273833055041652,36.9550955866171,227.832647041455,1.77017277730591e-51,5.59728632184129e-49
"ENSG00000006625",1.54293555222541,11.0515401671323,14.526513738818,0.000138200749482195,0.000818675463939282
"ENSG00000006634",1.15726900789783,31.8249265114177,2.47396677249276,0.115745482150118,0.229475054411876
"ENSG00000006638",1.23190952256504,3.51316673768217,0.846956813593599,0.357414668360843,0.516748259533854
"ENSG00000006652",1.91268886922807,132.288168081081,117.406389066603,2.33882277145818e-27,1.71541800077724e-25
"ENSG00000006695",1.17296185531435,33.4072634749464,4.70543749244133,0.0300673483040511,0.079908161938428
"ENSG00000006704",1.01590742770911,39.249764797371,0.0497267144604798,0.82353949492125,0.888478540695615
"ENSG00000006712",0.846480813699227,121.008026723593,6.49529981357473,0.0108160054526089,0.0348507566995408
"ENSG00000006715",0.928899600571219,111.127246560915,1.69159976735452,0.1933902188239,0.335252122763801
"ENSG00000006744",1.08166532494164,84.2654445579,1.791699523259,0.180719230023764,0.318683098774091
"ENSG00000006756",0.883832987047757,20.4096132930589,1.9436418250736,0.163273655432309,0.29580097315334
"ENSG00000006757",0.951507565551793,4.61332140985024,0.0938722651168389,0.759310910504303,0.845471674258045
"ENSG00000006831",0.94277835656563,111.389072927986,0.794580452879423,0.372718680852084,0.531937222652388
"ENSG00000007047",0.897504484479308,45.3802813184585,0.899431353206432,0.342934232009501,0.501828197222324
"ENSG00000007062",1.63701526016782,110.002397536921,37.3015190312888,1.01205743867743e-09,1.64390014782433e-08
"ENSG00000007080",1.34364218830201,81.2092291558755,9.5499753645042,0.00199952101019552,0.00832149296697049
"ENSG00000007168",1.0730294495507,162.022326317078,1.43130864681254,0.231550985341038,0.382087321166372
"ENSG00000007202",1.0338759311581,398.61066090555,0.395839942858572,0.52924554217798,0.670581907359794
"ENSG00000007255",0.90491427113546,25.4242105750912,0.736635007409558,0.390740942035316,0.548703468519678
"ENSG00000007341",1.1951744691925,12.4767073045012,2.31879330371907,0.127819148107923,0.246909945482981
"ENSG00000007372",1.15184224669205,20.0232755041169,2.85740095855853,0.0909543505603266,0.191080681252456
"ENSG00000007376",1.40100521393865,23.6452585629648,5.80557968155573,0.015975400538884,0.0480173160683948
"ENSG00000007384",1.03938455035493,37.3012288461204,0.219491670432887,0.639427513217381,0.757439091706487
"ENSG00000007392",1.01125417993219,32.1125066672701,0.0191541518023524,0.889925462449937,0.931975373901535
"ENSG00000007516",0.402146159768845,1.59799720571822,14.4957412631674,0.000140476766782795,0.00083181186623071
"ENSG00000007520",1.15039435425845,35.2082753230304,0.79992909138376,0.371114570877434,0.530470900562711
"ENSG00000007541",0.960441198108923,18.5417529295768,0.0876925526149117,0.767131351275398,0.850846675290174
"ENSG00000007545",1.15770943246338,3.19114680733568,0.173195719375135,0.677287148470308,0.785148144794561
"ENSG00000007866",0.92781374765951,55.6269809352601,0.954741553192981,0.328515305239199,0.487336594996212
"ENSG00000007923",1.21472453354286,116.330459189592,9.33370825712518,0.00224976622457182,0.00922268038301135
"ENSG00000007944",1.00953446726916,9.0821636216362,0.00514433592685304,0.942821535300687,0.96638867784134
"ENSG00000007968",4.06184731475345,6.60286881307842,73.3498870789016,1.08588361636439e-17,4.00285957959818e-16
"ENSG00000008018",1.02015741733675,247.617179559756,0.11071881251965,0.739327257426793,0.829513290169203
"ENSG00000008083",0.833068168164568,20.4641326604361,4.32464908520886,0.0375641588924068,0.0958917145461171
"ENSG00000008086",0.811751925688067,29.0307475075622,4.93747241904409,0.0262804404421866,0.0717881334328804
"ENSG00000008130",0.933990143878912,113.071240078681,1.0144574559424,0.313837333622078,0.471700794349694
"ENSG00000008256",1.03026910655681,56.9843177919363,0.18632485334569,0.665993176342436,0.776950358328046
"ENSG00000008277",1.21489546115334,2.37700447665728,1.14248071287023,0.285128750046422,0.442244510037748
"ENSG00000008282",1.17325491197199,97.386783907504,7.10304260041199,0.00769532133171238,0.0263023606122833
"ENSG00000008294",0.860345097179929,248.792381766599,7.57496901948085,0.00591843971502963,0.0211964456846606
"ENSG00000008300",0.934079868276639,3.17047507993587,0.137617996458269,0.710660623795071,0.809411719112999
"ENSG00000008311",0.638405666763124,41.641132804875,27.7420484387798,1.38616780527245e-07,1.59577521854545e-06
"ENSG00000008323",0.287790778275949,11.848237785506,82.5473242960385,1.03170193169511e-19,4.34322094263008e-18
"ENSG00000008324",1.03466461954908,14.6888470759176,0.11516519493308,0.73433856418129,0.82586969884094
"ENSG00000008382",0.766479877642701,7.25947350320869,3.91490633041536,0.0478596823782594,0.11619099480639
"ENSG00000008394",0.934526835394475,331.412299061019,0.877625498109467,0.348852862077046,0.50780968922444
"ENSG00000008405",1.18941616058527,55.480058339099,6.0812946212302,0.0136620613542764,0.0423339440352784
"ENSG00000008513",1.25931427566127,37.8260404700018,11.0654798780562,0.000879498241938889,0.00407369156398061
"ENSG00000008517",1.20465408698827,141.650441307991,8.13477223699736,0.00434243018272916,0.016223858018312
"ENSG00000008710",1.36913141532306,117.398456880388,6.26892448486877,0.0122873704632564,0.0388095436896061
"ENSG00000008735",2.03862822697082,4.14416681119428,6.72064241981084,0.00953032922167118,0.031412335996099
"ENSG00000008838",0.873188589046274,73.3730546081968,3.8458952822333,0.0498678918448229,0.120001730603752
"ENSG00000008853",1.18204813182151,22.2137674721147,3.26871432380169,0.0706129431756982,0.157314903352373
"ENSG00000008869",0.748917313273992,59.4428245336838,15.1693530509469,9.82857204937366e-05,0.000605939132108049
"ENSG00000008952",1.05520771211078,168.887950527618,0.763472612147986,0.382243957708946,0.541296703248467
"ENSG00000008988",0.988495221238107,352.83030198147,0.0427241206649853,0.836245610881876,0.897558934693989
"ENSG00000009307",1.01678203378427,507.477206661781,0.0809062759327519,0.776072990097984,0.857640632787302
"ENSG00000009335",1.1388845385305,197.612935221461,5.92046351331743,0.0149660208723155,0.045599895287404
"ENSG00000009413",0.989751569039738,50.096487026692,0.0139561624483608,0.90595973847928,0.941623648311396
"ENSG00000009694",0.5680331613841,13.145134195031,24.3195327288976,8.16073258482297e-07,8.13356729922993e-06
"ENSG00000009780",1.17048425865331,6.10516434392581,1.46934400576338,0.225449223332619,0.375010532958128
"ENSG00000009830",1.34734197139813,42.4870757264594,17.2629004649532,3.25480119902497e-05,0.000227468400102781
"ENSG00000009844",0.904478330688834,148.309531431453,2.49144177527414,0.11446682059684,0.227459001875938
"ENSG00000009950",0.177892948905647,4.95562447758334,85.0948942187096,2.84383942187244e-20,1.26453097293197e-18
"ENSG00000009954",1.17835622833822,207.465245916137,8.85676061187531,0.002920053272422,0.0115223067147234
"ENSG00000010017",0.607329893749121,90.0260105761763,72.1447414831376,1.99977891778036e-17,7.20376056230297e-16
"ENSG00000010030",1.47579327489845,0.868099880391329,1.81965136177791,0.177354781716003,0.314346237805557
"ENSG00000010072",0.942394141127307,29.7505811733882,0.580272512165304,0.446205524689275,0.600447385515163
"ENSG00000010165",1.20573587543981,46.3995612537298,6.51990460088149,0.0106673725044906,0.034473323499068
"ENSG00000010244",1.1738391835427,111.258699892852,5.935266344393,0.0148408256961365,0.0453183404559355
"ENSG00000010256",0.929721982967012,170.91606621795,0.969778967451724,0.324735309959003,0.483484223648285
"ENSG00000010270",1.01523153428676,72.7286957704366,0.0474112177196009,0.827630783088312,0.891473006250082
"ENSG00000010278",1.1702158195906,54.5012508092434,4.94233680633028,0.0262065833108428,0.0716689359850051
"ENSG00000010292",0.9542628127079,194.702158421625,0.708854744813369,0.39982427121227,0.558095102695297
"ENSG00000010295",0.774510125477966,25.2460701563151,5.14008140199276,0.0233795519218934,0.0655481699271275
"ENSG00000010310",0.569693523574113,4.97800047830938,15.6214631016734,7.73713746481156e-05,0.000491042502171292
"ENSG00000010318",0.871707272605332,3.80957599126743,0.816459130064189,0.366217471171408,0.525452092094178
"ENSG00000010319",0.781971606129977,0.671780848735201,0.507583076562971,0.476186999658816,0.628056241741286
"ENSG00000010322",0.823913969880568,43.7446464950515,7.65420133075694,0.00566402605098371,0.0204085658848942
"ENSG00000010539",1.1889378729662,14.7271331237008,2.25155221613641,0.133480451427749,0.255242042918588
"ENSG00000010626",0.821500642666603,11.1836539433857,2.67431827569252,0.101978986759954,0.20899596753671
"ENSG00000010704",0.750165145760076,20.0663883142311,8.49017231191485,0.00357069986896247,0.0137689670556821
"ENSG00000010803",1.03295038248917,44.7744266382942,0.219357298339952,0.639530061688223,0.757439091706487
"ENSG00000010818",1.22159982729677,128.355591288423,11.3835528481944,0.000740972571155206,0.00352147585670255
"ENSG00000011007",0.970735314249395,33.4870926900532,0.130466916662876,0.717948414173434,0.814843103236324
"ENSG00000011009",1.08075845217008,80.1906785796255,0.816577121445983,0.366182839553576,0.525452092094178
"ENSG00000011021",0.833212720379023,56.4235661625426,7.56033307987398,0.00596669633011924,0.0213059133102069
"ENSG00000011028",0.847408599799247,4.42499498697563,0.962378016781731,0.326588464536654,0.485329217952172
"ENSG00000011105",0.958989679204244,10.1703963791733,0.143823901307962,0.704508746193705,0.805371169726861
"ENSG00000011114",1.05185442540601,67.2651254611267,0.648608108703385,0.420610756957072,0.576355013553753
"ENSG00000011132",0.937864142856276,44.5711590669954,0.474348639940542,0.490993363995659,0.640009580092912
"ENSG00000011143",1.00076332113686,6.88563218444415,2.85178359740179e-05,0.995739149654502,0.998140915224937
"ENSG00000011198",1.17467207991113,23.7264962524508,3.42432495486363,0.0642425022169156,0.145860310203366
"ENSG00000011243",0.858735537856091,70.4826772156668,5.17861592618698,0.0228665318244319,0.0643273786733573
"ENSG00000011258",0.867025015575262,26.457547966433,2.79642262847923,0.0944748834425209,0.197080063994082
"ENSG00000011260",1.44318280197608,44.1805006794964,26.7688864550316,2.29299647315779e-07,2.54501145214994e-06
"ENSG00000011275",1.02322670340413,140.445702140585,0.174261309129384,0.676352086366135,0.784636543218783
"ENSG00000011295",1.17276503498939,49.0563663118591,4.2997122601682,0.0381188218791616,0.0969597276579532
"ENSG00000011304",1.32512786442333,449.822011335016,21.4934653309112,3.5503645315927e-06,3.08601935980651e-05
"ENSG00000011376",1.20540748378788,24.5656913228816,5.15403592131164,0.0231924073979542,0.0651153837540429
"ENSG00000011405",0.950447701679128,184.557090119426,0.703982064897772,0.4014488889714,0.559472697470523
"ENSG00000011422",2.06236220094815,16.6450782954265,46.2916573101358,1.01896905629396e-11,2.16725122600998e-10
"ENSG00000011426",1.09314384155236,378.582910154834,2.73383250696357,0.0982432743520529,0.203095096724591
"ENSG00000011451",1.14959030980936,49.6672656668543,2.55820727943961,0.109722942182837,0.220775709913787
"ENSG00000011454",0.792537727162003,79.1758449636661,10.4425753827613,0.00123143448465994,0.00546881438271732
"ENSG00000011478",0.915862396527649,18.2727712117434,0.390978422528311,0.531785549275219,0.672662154914845
"ENSG00000011485",1.17786643510524,88.1182312365397,6.80484333333396,0.00909109301059825,0.0302024661330382
"ENSG00000011523",0.932139147130022,19.7648247556457,0.563684176772596,0.452779628758487,0.606299465614533
"ENSG00000011566",1.05481996177834,60.1007096559836,0.483734143379117,0.486735754024049,0.636383629882219
"ENSG00000012048",1.58893208649749,42.2624398203684,27.5334458633056,1.54401240508393e-07,1.76039683589257e-06
"ENSG00000012061",0.772101794153971,44.6258223774417,14.3156725557398,0.000154572597510787,0.000902879100977419
"ENSG00000012171",0.4715420059155,39.1614281688157,48.3393279828626,3.58489894696181e-12,7.95780454232755e-11
"ENSG00000012174",1.11697087194714,86.3312928974021,3.33365545093188,0.067875862090158,0.152407391775423
"ENSG00000012211",1.2572526608618,34.5436220136827,4.20935571726024,0.040201603679105,0.10106512698763
"ENSG00000012232",1.14756668760774,65.629362915106,3.538327235955,0.059965908196079,0.138484219850241
"ENSG00000012504",2.48489149148506,7.39999967939448,27.101671551144,1.93030961559529e-07,2.17125498184232e-06
"ENSG00000012660",1.2553453811791,135.49891367699,13.8374151781098,0.000199327218489209,0.0011268283638788
"ENSG00000012822",0.402661343843553,65.6096099144712,201.874456636219,8.14315688478393e-46,1.89949146415722e-43
"ENSG00000012963",1.16868889993285,23.1872528779753,1.89939795591191,0.168145722400266,0.302547481541905
"ENSG00000012983",1.12636338461373,55.4443377558592,2.03130453638748,0.15408829571371,0.283381460476979
"ENSG00000013275",1.16655769413736,149.630805252705,7.13668040952318,0.00755228361384497,0.0258880856519875
"ENSG00000013288",0.776543587044489,196.896323266325,21.3285521594062,3.86925437947018e-06,3.33266468314051e-05
"ENSG00000013306",1.20133865273007,94.2561078865913,7.30426720716217,0.00687910454583387,0.0239322197023643
"ENSG00000013364",0.879285177208413,130.246681457521,4.23668866259461,0.0395592521699677,0.0997322110429606
"ENSG00000013374",0.726732404846683,144.547499085431,29.2236507149776,6.44872325192713e-08,7.85497697716331e-07
"ENSG00000013375",0.875814796257639,226.353514101729,4.79320819920495,0.028572160919321,0.0766503163124093
"ENSG00000013392",0.781923767617635,19.5877594540072,7.44086563311465,0.00637592158922663,0.0224673076505958
"ENSG00000013441",0.673928965982685,46.8400517324866,12.3609605471621,0.000438405076257757,0.00225363649930333
"ENSG00000013503",1.24566520476788,42.6475634006414,8.12997625554658,0.0043539317331269,0.0162561255918821
"ENSG00000013523",1.60282864090651,6.71874182179565,12.429015571763,0.000422714659178236,0.00218244081474859
"ENSG00000013561",1.16266983923864,59.0883927978143,5.14229927102587,0.02334970367294,0.0654794902566543
"ENSG00000013563",0.774765052933224,16.1332770948217,5.85447971423412,0.0155374506188028,0.0469988063041976
"ENSG00000013573",1.55696679360097,55.0711461171219,34.5586062975851,4.13608791947545e-09,6.1368503656117e-08
"ENSG00000013583",0.859329198427498,69.8291724294109,6.33883548673834,0.0118122406611854,0.037542187261114
"ENSG00000013588",1.24480964425091,61.6425226176599,12.2353359412514,0.000468929000996371,0.00239068103016029
"ENSG00000013619",1.36165739713611,6.22075313808049,5.18665435542713,0.0227609931932039,0.0640938397281018
"ENSG00000013810",0.831891937544034,414.700014001377,10.9438648444673,0.000939140661720306,0.00429701678277096
"ENSG00000014123",0.807128084887212,67.5934329376308,12.0136549166242,0.000528121886917707,0.00264693424760551
"ENSG00000014164",1.08931919796772,29.8088199840989,0.44594021364708,0.504269214033451,0.650140650401555
"ENSG00000014216",0.892130517204316,207.421483218818,2.07185455846293,0.150038975376442,0.277620881746604
"ENSG00000014257",0.850158613904782,1.21507237553255,0.35860952652677,0.549279484753294,0.687941007706594
"ENSG00000014641",0.810457327630952,129.201694454377,7.51129323918779,0.00613133329876576,0.0217725833561612
"ENSG00000014824",0.907417715675855,41.017301980609,1.6202548501938,0.203056256019431,0.347520744154496
"ENSG00000014914",0.377580151136798,16.7197509943553,101.975063013886,5.62251138774917e-24,3.25214286732857e-22
"ENSG00000015133",1.29368126292599,14.8700956608932,5.84642118593489,0.015608762582368,0.0471443605995574
"ENSG00000015153",1.0080365314822,20.5884164452231,0.0060124031134916,0.938194220358341,0.96371208886045
"ENSG00000015171",1.08445674037003,114.865339602951,1.87182885458239,0.171265765441416,0.306576621418954
"ENSG00000015285",0.976725678976883,1.26128712026147,0.00639232899666808,0.936275398856722,0.962452149279894
"ENSG00000015475",1.15401767446355,113.670089871512,4.84987069788533,0.0276482047684457,0.0746926724226722
"ENSG00000015520",0.73979041756116,3.3497543565893,2.13133723825554,0.144314807695169,0.269836451865251
"ENSG00000015532",1.06560384193506,32.3545095894088,0.683945698232096,0.408231339356732,0.565491017105427
"ENSG00000015676",1.04050902794535,127.990522890778,0.395997772294513,0.529163446122333,0.670581907359794
"ENSG00000016391",0.32277282594593,17.8747855502701,150.940119654418,1.08013015041292e-34,1.33644973132395e-32
"ENSG00000016864",0.756467495042277,17.3273008140683,6.21750126387087,0.012649351263306,0.0397674810264209
"ENSG00000017260",1.1962631710296,186.787339643618,10.1511012700815,0.00144215064810826,0.00627150414790111
"ENSG00000017483",1.30725595591268,2.93366442884354,1.73920235663275,0.187239925166443,0.327181247107125
"ENSG00000017797",0.975525999912707,144.03150286674,0.204942253329404,0.65076083165537,0.765768762291124
"ENSG00000018189",1.1126678698654,55.9312780539461,2.28136981439063,0.130936183973934,0.251259738606217
