,DMSO_treated_Huh7R_1,DMSO_treated_Huh7R_2,DMSO_treated_Huh7R_3,Fostamatinib_treated_Huh7R_1,Fostamatinib_treated_Huh7R_2,Fostamatinib_treated_Huh7R_3
ENSG00000004975,66.2059138313605,60.3271913698447,58.4726484350945,68.2792304709958,70.4308576246975,70.2300572052065
ENSG00000005001,3.28657811752404,1.97434444483128,1.71321135542315,1.29439299471082,1.31863940486768,1.43535883339108
ENSG00000005007,431.795376595117,349.020223525174,325.361182629927,342.771444911859,335.787646098365,347.151786418729
ENSG00000005020,66.8157943067773,63.8371370495447,71.4334647761218,84.9445402778976,84.8583240544263,94.7336830038114
ENSG00000005022,270.854695582342,256.737901696394,255.7899041097,249.332450606172,247.516372996046,232.733182271268
ENSG00000005059,19.821115451047,17.330356793519,18.5473751087115,17.7170041151044,16.9871782156484,15.5838959053889
ENSG00000005073,20.3293491805611,15.1366407437065,16.0148018006947,12.1349343254139,9.23047583407379,10.9702425123461
ENSG00000005075,35.2036563310049,43.2162061813069,37.3927000183662,49.1060342368418,45.9196780989217,46.8542133471232
ENSG00000005100,14.1288976804899,16.6722419785753,15.8658269002231,8.49445402778976,9.61831095315253,12.3030757147807
ENSG00000005108,11.6216112815541,10.0179699608106,11.3965798860757,11.9731352010751,13.4190951201241,15.3788446434759
ENSG00000005156,35.1020095851021,42.4849674980361,38.2865494211956,38.5890911548164,37.5424395268211,38.0370090848637
ENSG00000005175,64.6473303941841,84.6774395227638,86.3309548232796,73.2141037633308,73.7662396487746,78.2270564198139
ENSG00000005189,6.33598049460819,6.21552880780218,5.66104621791998,5.17757197884329,6.67076404815417,7.79194795269444
ENSG00000005194,66.2397960799948,65.1533666794323,65.7724185582018,73.4568024498391,68.2589809578566,64.8987243954682
ENSG00000005206,54.1438333175609,36.2694386902339,31.6571663502104,49.2678333611806,45.531842979843,50.2375591686879
ENSG00000005238,33.4078971533887,28.7376802525442,28.1562561891283,35.8385060410559,43.2048322653706,41.2153036445153
ENSG00000005302,19.4145284674358,20.1821876582753,20.5585362650778,23.3799734669642,22.3393028589349,27.2718178344305
ENSG00000005339,96.9032310940077,99.5215847931619,96.3867606051112,108.809911117878,107.663029056256,111.547886480678
ENSG00000005421,11.2827887952114,16.3797465052669,18.2494253077683,25.5642616455387,24.2009114305128,22.8632157033008
ENSG00000005436,20.9392296559779,18.2809670817711,21.6758480186146,16.7462093690712,18.5385186919633,18.5571392031276
ENSG00000005448,4.33692782518636,4.31430823129798,3.05398545966736,4.69217460582673,4.88672250039201,3.5883970834777
ENSG00000005469,11.0117308061372,9.94484609248349,12.4394041893768,13.6720260066331,16.0563739298595,13.7384345481718
ENSG00000005471,3.08328462571843,3.58306954802714,4.17129721320419,2.58878598942164,3.18024797644559,4.61365339304276
ENSG00000005483,74.6764759899276,90.892968330566,92.4389257426143,100.719954900936,108.050864175334,106.729181825723
ENSG00000005486,75.6251789516871,58.4990946616676,45.9587567954819,70.0590208387232,73.3008375058801,73.4083517648582
ENSG00000005700,137.290871466056,148.514576572309,160.669430158597,129.924696844099,137.526333225318,135.743935386414
ENSG00000005801,26.9025054156091,36.5619341635422,32.4765283028041,23.7035717156419,24.6663135734073,20.7101774532142
ENSG00000005810,128.75254481022,148.953319782271,149.496312623229,116.576269086143,114.178659056778,126.721679862241
ENSG00000005812,42.4544575387383,33.4907316938047,37.6161623690735,37.0519994735973,35.137861788533,36.9092271443421
ENSG00000005844,1.99905266942184,2.70558312810212,2.01116115636631,4.2876767949796,4.80915547657626,3.89597397634722
ENSG00000005882,4.06586983611221,5.11867078289591,2.7560356587242,6.63376409789296,5.97266083381245,7.38184542886842
ENSG00000005884,34.7293048501251,27.4945744909838,26.6665071844125,25.4833620833693,26.8381902402482,24.9137283224309
ENSG00000005889,66.646383063606,54.4041580353508,53.6309641697682,68.3601300331652,73.6111056011431,71.0502622528585
ENSG00000005893,304.364239481633,330.227389365113,355.603087425657,320.604964877437,322.75638609732,325.928980810732
ENSG00000006007,56.7527664623996,63.9102609178718,67.1876801126818,72.0815098929589,72.9905694106171,68.1795445860764
ENSG00000006015,56.2445327328856,38.3169070033923,37.0202627671872,42.4722701389488,40.7226875032667,39.6774191801678
ENSG00000006025,5.59057102465429,5.41116625620425,5.5120713174484,7.44275971958722,8.92020773881081,8.20205047652047
ENSG00000006042,9.89361660120638,10.5298370391002,11.1731175353684,12.0540347632445,9.92857904841551,11.1752937742591
ENSG00000006062,8.33503316403003,6.50802428111052,8.2681069761726,9.38434921165345,10.1612801198627,11.6879219290417
ENSG00000006118,458.291295027115,316.333854382967,288.117457512033,246.096468119395,232.002968232897,241.550386533528
ENSG00000006125,241.106081281454,252.862336675058,240.743439162071,239.867201832349,226.728410613426,232.425605378399
ENSG00000006194,38.3547054539918,37.2931728468131,33.2958902553978,29.8519384405183,31.4146446453772,29.7324329773867
ENSG00000006210,124.483381482302,122.921222657829,109.347576946138,186.877988611375,169.561514061221,176.139033983277
ENSG00000006282,64.9183883832583,61.6434209997322,52.7371147669387,98.6974658467001,97.6568829840244,100.372592706419
ENSG00000006283,12.0281982651653,11.1148279857168,9.45990617994522,25.6451612077081,22.3393028589349,23.9909976438224
ENSG00000006327,112.387418719868,115.681959693448,103.612043277983,50.3195276693832,50.9615346469452,51.1602898472964
ENSG00000006377,2.27011065849598,1.75497283985003,1.86218625589473,1.69889080555795,2.0167426192094,1.7429357262606
ENSG00000006432,54.0421865716581,57.6216082417425,51.9922402645808,52.0184184749411,51.8147719089184,55.3638407165131
ENSG00000006451,77.759760615646,88.0411374658097,95.5673986525175,69.0882260926901,68.8795171483826,65.8214550740767
ENSG00000006453,134.0720578458,126.065548995894,127.820464604614,95.2187846734148,101.92306929389,100.372592706419
ENSG00000006459,31.3410799866983,33.5638555621318,36.8712878667156,19.9821918558483,19.546890001568,22.8632157033008
ENSG00000006468,11.2150242979428,9.57922675084806,12.2904292889052,1.69889080555795,1.47377345249918,1.64041009530409
ENSG00000006530,38.1852942108205,45.921789309409,43.798620738644,37.5373968466138,36.068666074322,37.4218552991246
ENSG00000006534,154.333642529093,137.472872454919,121.265568983865,272.955122759644,255.816044544331,272.718178344305
ENSG00000006555,8.50444440720137,7.60488230601678,6.1824583695705,12.5394321362611,14.1171983344658,13.5333832862588
ENSG00000006576,27.6817971341973,29.2495473308338,29.1990804924294,20.872087039712,23.5803752399868,20.6076518222577
ENSG00000006607,28.2916776096141,31.2970156439921,28.0817687388925,33.1688204894648,33.5089542884023,33.6284069537339
ENSG00000006611,14.4338379181983,18.8659580283878,15.2699272983368,60.0274751297143,57.4771646474679,58.5421352761648
ENSG00000006625,11.9604337678968,12.5773053522585,14.8974900471578,8.25175534128149,8.99777476262656,8.09952484556396
ENSG00000006634,29.1048515768366,34.0757226404214,39.1059113737893,29.6901393161795,30.4838403595882,27.6819203582566
ENSG00000006638,4.87904380333465,3.2905740747188,2.38359840754525,3.72137985979361,2.71484583355112,2.25556388104313
ENSG00000006652,182.184850906461,165.918057234155,170.8742108409,87.3715271429804,90.9861189358703,93.2983241704203
ENSG00000006695,35.1358918337364,36.9275535051776,35.5305137624714,32.1980257434317,28.6222317880103,30.8602149179083
ENSG00000006704,41.7429303174187,38.7556502133548,37.4671874686019,38.9935889656635,37.7751405982684,39.7799448111243
ENSG00000006712,101.782274897342,121.020002081325,110.315913799204,132.998880206537,125.81371262914,134.206050922066
ENSG00000006715,107.948844148779,106.029609074272,106.815003638122,111.964994042486,119.298082628618,114.111027254591
ENSG00000006744,86.5691452605558,89.4304909640243,86.2564673730438,80.4141647964098,82.9191484590327,78.9447358365095
ENSG00000006756,19.7872332024128,20.2553115266024,17.0576261039957,21.1956852883897,21.0206634540672,22.6581644413878
ENSG00000006757,4.30304557655209,4.89929917791466,3.94783486249683,5.25847154101271,5.11942357183925,3.28082019060819
ENSG00000006831,99.4105174929435,109.393307017318,115.679010216181,118.356059453871,118.212144295197,106.831707456679
ENSG00000007047,53.3645415989728,40.8762423948402,33.6683275065767,50.8049250423997,47.2383175037894,45.0087519899061
ENSG00000007062,114.318706892022,148.514576572309,146.069889912383,81.3040599802735,81.2126739350862,86.9417350511169
ENSG00000007080,111.743655995817,88.1873852024638,77.6904105959281,73.1332042011614,68.2589809578566,65.6164038121637
ENSG00000007168,178.220627816252,159.77565229468,164.319315220151,160.909229154989,154.048109298072,153.583395172846
ENSG00000007202,410.110737469185,408.981795553383,396.124260353927,401.666326171202,385.352974316627,388.469615694201
ENSG00000007255,29.7824965495219,21.9371604981253,19.8881492129557,29.2047419431629,25.5195508353805,24.9137283224309
ENSG00000007341,12.2314917569709,15.7947555586502,12.2904292889052,12.0540347632445,11.5574865485462,9.84246057182456
ENSG00000007372,20.8037006614408,21.7177888931441,21.2289233171999,17.6361045529349,18.6160857157791,19.0697673579101
ENSG00000007376,35.5424788173476,23.9846288112837,21.3778982176715,20.2248905423566,20.6328283349885,17.1217803697365
ENSG00000007384,42.0139883064928,38.2437831350652,32.9234530042188,37.4564972844444,35.9910990505062,35.883970834777
ENSG00000007392,34.8309515960279,30.1270337507588,31.2102416487957,32.44072442994,33.8192223836653,29.0147535606911
ENSG00000007516,1.15199645356513,0.438743209962507,0.968336853065259,2.10338861640508,2.48214476210388,2.15303825008662
ENSG00000007520,52.0770161508706,29.9076621457775,29.4225428431367,36.1621042897336,30.4838403595882,30.5526380250387
ENSG00000007541,23.5820450494508,14.8441452703981,15.0464649476294,19.73949316934,18.0731165490689,18.3520879412145
ENSG00000007545,5.59057102465429,2.12059218148545,1.19179920377263,2.7505851137605,2.63727880973537,2.46061514295614
ENSG00000007866,60.4459315635349,50.6748407506695,48.7147924542061,59.1375799458506,56.7014944093104,57.1067764427737
ENSG00000007923,135.766170277514,130.233609490537,115.679010216181,104.36043519856,104.560348103626,105.703925516158
ENSG00000007944,7.48797694817332,8.84798806757722,11.0241426348968,8.97985140080632,8.60993964354782,9.22730678608552
ENSG00000007968,11.1811420493086,9.43297901419389,8.34259442640839,2.10338861640508,2.09430964302515,3.07576892869517
ENSG00000008018,232.466107879716,256.957273301375,260.855050725734,250.465044476544,251.317157163018,232.938233533181
ENSG00000008083,20.2277024346582,17.0378613202107,18.1004504072968,22.4900782831005,22.3393028589349,22.0430106556488
ENSG00000008086,24.2596900221362,29.1764234625067,24.729833478282,28.0721480727909,31.8800467882717,36.2940733586031
ENSG00000008130,121.366214607949,105.517741995983,99.9621582164291,117.789762518685,118.599979414276,114.213552885547
ENSG00000008256,57.7014694241591,62.1552880780218,53.1840394683535,53.8791084048379,57.7098657189151,56.3890970260782
ENSG00000008277,2.23622840986172,2.77870699642921,2.38359840754525,2.02248905423566,1.93917559539365,2.05051261913012
ENSG00000008282,104.052385555838,99.9603280031244,110.762838500618,88.2614223268441,88.8918092928451,91.1452859203337
ENSG00000008294,224.503779450663,227.195858892251,238.657790555468,260.658389309892,268.76973752156,272.820703975262
ENSG00000008300,3.28657811752404,2.99807860141046,2.38359840754525,3.15508292460763,3.80078416697156,2.35808951199963
ENSG00000008311,30.8328462571843,29.6151666724692,37.3182125681304,46.7599469339284,55.0725869091798,50.9552385853834
ENSG00000008323,6.81033197548795,5.191794651223,3.94783486249683,17.8788032394432,19.0814878586736,19.8899724055621
ENSG00000008324,13.5528994537074,14.9903930070523,16.0892892509305,14.9664190013439,13.1088270248611,14.8662164886933
ENSG00000008382,7.0813899645621,4.97242304624174,6.48040817051366,8.73715271429804,7.83426940539036,7.89447358365095
ENSG00000008394,275.056094412991,331.982362204963,353.889876070234,341.153453668471,340.829502646389,345.511376323425
ENSG00000008405,57.7353516727934,59.8884481598822,62.7184330985345,48.1352394908087,55.2277209568113,47.8794696566882
ENSG00000008513,41.6751658201502,40.8762423948402,43.1282336865219,33.2497200516342,32.2678819073504,34.3460863704295
ENSG00000008517,164.532199368007,157.947555586502,140.855768395877,135.506766633789,127.209919057824,122.108026469198
ENSG00000008710,177.576865092201,122.701851052848,104.803842481755,96.5131776681256,95.329872269552,104.473617944679
ENSG00000008735,7.69127043997893,3.80244115300839,3.05398545966736,1.86068992989681,3.10268095262985,2.25556388104313
ENSG00000008838,75.4557677085158,66.2502247043385,62.8674079990061,79.4433700503767,77.7221578633777,77.8169538959879
ENSG00000008853,26.6992119238035,23.3265139963399,21.0799484167283,20.305790104526,20.4001272635412,19.7874467746056
ENSG00000008869,46.7575031152904,55.7935115335654,50.5769787101008,64.0724532381857,73.2232704820644,66.5391344907723
ENSG00000008952,183.404611857295,159.26378521639,176.833206859763,162.608119960547,169.9493491803,160.042509923106
ENSG00000008988,337.941547878193,358.965069617658,355.37962507495,366.313217503162,360.764227767035,336.899223323078
ENSG00000009307,473.33501342073,518.521350307356,543.23697456961,506.754857429287,495.265447063539,507.194296341834
ENSG00000009335,213.153226158183,208.110529258882,209.309735162568,183.561106562428,183.98898049095,186.289071447971
ENSG00000009413,43.9452764786461,48.9198679108195,56.6849496294356,45.7891521878953,49.4877611944461,55.5688919784262
ENSG00000009694,8.50444440720137,9.65235061917515,10.8751677344252,14.804619877005,18.9263538110421,16.9167291078235
ENSG00000009780,6.94586097002503,6.14240493947509,5.88450856862734,5.58206978969042,5.35212464328649,5.43385844069481
ENSG00000009830,51.7720759131621,46.2874086510445,47.001581098783,37.2137985979361,36.378934169585,34.2435607394729
ENSG00000009844,128.176546583437,142.299047764506,152.401323182425,156.055255424823,156.762955131623,153.993497696672
ENSG00000009950,2.16846391259318,1.02373415657918,1.26628665400842,8.08995621694263,9.54074392933678,9.12478115512902
ENSG00000009954,227.925886562724,223.539665475897,221.078752299822,183.884704811106,197.873477753968,189.057263483797
ENSG00000010017,66.3075605772633,67.3470827292448,70.9120526244713,111.722295355978,111.308679175596,113.495873468852
ENSG00000010030,0.847056215856711,0.804362551597929,0.89384940282947,0.647196497355411,0.465402142894477,0.615153785739035
ENSG00000010072,27.139681156049,28.7376802525442,30.6888294971451,31.2272309973986,31.5697786930087,28.6046510368651
ENSG00000010165,55.160300776589,46.9455234659882,48.9382548049135,42.1486718902711,43.0496982177391,40.3950985968633
ENSG00000010244,107.881079651511,127.674274099089,124.691991694711,102.418845706494,100.914697984286,103.038259111288
ENSG00000010256,187.57212843931,158.971289743082,146.665789514269,179.03073108094,168.708276799248,183.623405043102
ENSG00000010270,66.1381493340919,75.317584376897,78.435285098286,72.486007703806,74.3092088154848,69.1022752646849
ENSG00000010278,59.1584061154327,57.6947321100696,58.7705982360376,55.4970996482265,47.6261526228681,46.8542133471232
ENSG00000010292,186.826718969356,190.926420202018,192.550058859515,204.271394477801,203.303169421071,189.672417269536
ENSG00000010295,26.4620361833636,18.8659580283878,20.2605864641347,24.7552660238445,31.8024797644559,28.7071766678216
ENSG00000010310,3.8625763443066,3.36369794304588,3.57539761131788,6.1483667248764,5.73995976236522,7.38184542886842
ENSG00000010318,3.48987160932965,3.58306954802714,3.27744781037472,3.55958073545476,4.42132035749753,3.89597397634722
ENSG00000010319,0.372704734976953,0.804362551597929,0.372437251178946,0.323598248677705,0.775670238157462,0.820205047652047
ENSG00000010322,42.3528107928355,37.4394205834672,38.3610368714314,49.0251346746724,47.7037196466839,47.1617902399927
ENSG00000010539,13.4851349564388,16.7453658469023,17.5045508054105,12.5394321362611,15.2031366678862,11.9954988219112
ENSG00000010626,9.52091186622943,11.4804473273523,9.23644382923786,13.5102268822942,10.2388471436785,13.0207551314762
ENSG00000010704,15.145365139518,20.1090637899482,16.6851888528168,22.4091787209311,23.5803752399868,22.7606900723443
ENSG00000010803,45.7749179048966,47.2380189392966,42.9792587860503,46.0318508744036,41.7310588128714,43.983495680341
ENSG00000010818,135.054643056194,150.050177807177,137.80178293621,112.935788788519,117.43647405704,115.546386087982
ENSG00000011007,30.5279060194758,37.4394205834672,30.9122918478525,33.6542178624814,33.1986861931394,34.7561888942555
ENSG00000011009,96.7677020994706,82.0449802629888,69.943715771406,77.420880996141,73.8438066725903,79.5598896222485
ENSG00000011021,48.6210267901752,54.7697773769863,50.6514661603366,62.8589598056443,61.6657839335182,59.8749684785994
ENSG00000011028,4.87904380333465,3.21745020639172,3.50091016108209,5.09667241667386,4.11105226223455,4.81870465495577
ENSG00000011105,10.7067905684288,9.79859835582932,8.78951912782312,10.5978426441948,9.77344500078402,10.4576143575636
ENSG00000011114,69.7635499379587,68.8826839641136,67.6346048140966,66.0949422924213,61.8209179811497,68.4871214789459
ENSG00000011132,47.841735071587,46.2874086510445,34.636664359642,48.3779381773169,45.3767089322115,43.8809700493845
ENSG00000011143,5.96327575963124,6.28865267612926,8.2681069761726,7.52365928175665,6.20536190525969,6.56164038121637
ENSG00000011198,24.5646302598446,27.6408222276379,24.1339338763957,23.2181743426254,19.857158096831,21.8379593937357
ENSG00000011243,69.0859049652733,63.8371370495447,62.0480460464124,81.0613612937652,74.6194769107478,71.6654160385976
ENSG00000011258,24.1919255248677,22.0834082347795,27.3368942365346,28.6384450079769,29.320335002352,26.759189679648
ENSG00000011260,50.4845504650599,49.6511065940903,55.4186629754271,36.0812047275641,34.2846245265598,37.4218552991246
ENSG00000011275,139.764275616357,144.127144472683,141.973080149414,140.360740363955,139.85334393979,135.743935386414
ENSG00000011295,57.7692339214277,52.3566897221925,47.6719681509051,47.6498421177921,45.22157488458,41.9329830612109
ENSG00000011304,550.823716047302,515.888891047581,470.01581098783,389.935889656635,378.682210268473,391.545384622896
ENSG00000011376,26.8008586697063,27.4214506226567,25.6236828811115,22.7327769696088,23.3476741685396,19.9924980365186
ENSG00000011405,171.783000575741,175.131664643367,192.624546309751,179.516128453957,193.995126563181,193.875968138753
ENSG00000011422,22.8366355794969,23.399637864667,19.1432747105978,10.9214408928726,11.5574865485462,9.12478115512902
ENSG00000011426,384.258581761238,390.554580734958,411.09623785132,357.090667415848,366.814455624664,360.685169704988
ENSG00000011451,61.3268700280258,50.0898498040528,46.7036312978398,46.5981478095896,42.8945641701076,48.6996747043403
ENSG00000011454,61.6995747630028,75.317584376897,73.5191133827239,85.5108372130836,90.0553146500813,89.2998245631166
ENSG00000011478,22.3622840986172,15.9410032953044,13.1842786917347,20.7102879153731,19.0814878586736,16.814203476867
ENSG00000011485,88.7714914217833,99.8140802664703,96.9826602069975,78.1489770556658,81.9107771494279,82.0205047652047
ENSG00000011523,17.2121823062084,18.6465864234065,21.3778982176715,20.0630914180177,21.3309315493302,19.5823955126926
ENSG00000011566,59.2261706127012,55.9397592702196,69.6457659704629,61.3218681244252,58.4079689332569,55.1587894546001
ENSG00000012048,43.6403362409377,53.2341761421175,58.0257237336798,31.874427494754,33.1211191693236,32.0905224893863
ENSG00000012061,38.6596456917003,39.9256321065881,38.1375745207241,49.8341302963666,53.4436794090491,47.6744183947752
ENSG00000012171,31.5104912298696,22.2296559714337,21.4523856679073,51.613920664094,52.5128751232602,56.6966739189477
ENSG00000012174,90.4317216048624,87.0174033092305,95.2694488515743,78.7961735530212,82.5313133399539,82.8407098128567
ENSG00000012211,46.4186806289477,37.1469251101589,30.390879696202,28.4766458836381,32.8884180978764,29.6299073464302
ENSG00000012232,75.5235322057843,72.1001341705053,61.7500962454692,58.9757808215118,60.502278576282,63.4633655620771
ENSG00000012504,7.52185919680759,10.8954563807356,12.2159418386694,4.85397373016558,3.25781500026134,4.10102523826023
ENSG00000012660,142.440973258464,146.540232127477,162.978541115907,120.297648945937,119.142948580986,120.262565111981
ENSG00000012822,37.744824978575,39.4868888966256,36.3498757150651,97.4030728519893,91.7617891740277,92.8882216465943
ENSG00000012963,20.3971136778296,24.1308765479379,30.3163922459662,19.73949316934,21.2533645255144,22.7606900723443
ENSG00000012983,52.3141918913104,56.2322547435279,67.485629913625,50.3195276693832,55.925824171153,49.5198797519923
ENSG00000013275,163.820672146688,164.967446945903,153.816584736905,143.83942153724,134.501219296504,135.436358493544
ENSG00000013288,176.289339644099,174.473549828424,165.511114423924,222.7973942146,223.082760494086,219.199798985009
ENSG00000013306,110.727188536789,103.83589302446,92.9603378942649,88.2614223268441,86.8750666736357,81.0977740865961
ENSG00000013364,130.853244225545,119.265029241475,114.934135713823,131.866286336165,140.396313106501,143.638408970065
ENSG00000013374,114.589764881096,128.259265045706,122.606343088109,163.012617771394,168.708276799248,170.602649911626
ENSG00000013375,194.484107160701,219.079109507945,220.855289949115,240.352599205366,249.145280496177,234.066015473703
ENSG00000013392,15.9585391067404,17.7691000034815,18.025962957061,23.7844712778113,20.7103953588042,21.3253312389532
ENSG00000013441,28.4610888527855,43.8743209962507,41.5639972315704,55.0926018373793,58.6406700047041,54.4411100379046
ENSG00000013503,42.9965735168866,47.1648950709695,51.3218532124587,35.2722091058699,38.4732438126101,39.5748935492112
ENSG00000013523,7.55574144544186,8.4823687259418,7.89566972499365,4.36857635714902,5.81752678618096,4.61365339304276
ENSG00000013561,66.7480298095088,63.9102609178718,58.994060586745,53.5555101561602,56.0033911949687,53.8259562521656
ENSG00000013563,15.0098361449809,13.7472872454919,13.2587661419705,21.2765848505591,16.5993430965697,16.5066265839974
ENSG00000013573,69.5263741975188,65.4458621527406,64.7295942549008,48.2161390529781,39.0162129793203,41.1127780135588
ENSG00000013583,65.4266221127723,62.4477835513301,65.5489562074945,75.8837893149219,74.3867758393006,74.9462362292058
ENSG00000013588,68.4760244898565,68.1514452808427,67.5601173638608,54.2027066535156,52.8231432185231,57.2093020737302
ENSG00000013619,6.60703848368234,6.87364362274594,7.37425757334313,5.74386891402927,5.27455761947074,4.10102523826023
